title,label
頸枕,交際娛樂
耳塞,交際娛樂
健行配件,運動用品
登山杖,運動用品
頭燈,運動用品
登山背包,運動用品
登山帳篷,運動用品
睡袋,運動用品
野炊配備,交際娛樂
保冷冰箱,交際娛樂
保冷冰袋,交際娛樂
保冷劑,交際娛樂
戶外寢具,交際娛樂
帳篷,交際娛樂
紮營配件,交際娛樂
戶外桌椅,交際娛樂
暖爐,交際娛樂
園藝用品,交際娛樂
狗零食,寵物百貨
貓零食,寵物百貨
寵物居家,寵物百貨
狗餐罐,寵物百貨
貓餐罐,寵物百貨
狗玩具,寵物百貨
貓玩具,寵物百貨
寵物外出用品,寵物百貨
瑜珈墊,交際娛樂
肌筋膜滾輪,交際娛樂
按摩槍,交際娛樂
紓壓按摩,交際娛樂
瑜珈抗力球,交際娛樂
瑜珈磚,交際娛樂
瑜珈輪,交際娛樂
瑜珈鋪巾,交際娛樂
彈力帶,交際娛樂
伸展帶,交際娛樂
重訓健身,運動用品
有氧雕塑,運動用品
運動頭巾,運動用品
運動脖圍,運動用品
運動水壺,運動用品
搖搖杯,運動用品
戲水用品,運動用品
球類,運動用品
極限運動,運動用品
運動帽,運動用品
行車安全,交通
車用清潔,交通
汽車配件,交通
汽車輪胎,交通
機車,交通
機車行車用品,交通
自行車車款,交通
自行車配件,交通
電動平衡車,交通
Switch 主機,交際娛樂
Switch 遊戲,交際娛樂
Switch 原廠周邊,交際娛樂
Switch 副廠周邊,交際娛樂
PS5 遊戲,交際娛樂
PS4 主機,交際娛樂
PS4 遊戲,交際娛樂
PS4 原廠周邊,交際娛樂
PSN 會籍,交際娛樂
PS VR 主機,交際娛樂
PS VR 周邊,交際娛樂
PS VR 遊戲,交際娛樂
PS Vita 遊戲,交際娛樂
PS 官方授權商品,交際娛樂
PS 副廠周邊,交際娛樂
懷舊復古主機,交際娛樂
限制級遊戲,交際娛樂
TV_Xbox,交際娛樂
掌機_N3DS,交際娛樂
PC Game,交際娛樂
遊戲機,交際娛樂
搖桿,交際娛樂
遊戲點數卡,3C產品
電競椅,3C產品
耳機,3C產品
控制器,3C產品
電競眼鏡,3C產品
真無線耳機,3C產品
藍芽耳機,3C產品
耳麥,3C產品
旗艦耳機,3C產品
監聽耳機,3C產品
抗噪耳機,3C產品
降噪耳機,3C產品
兒童耳機,3C產品
擴大機,3C產品
DAC,3C產品
藍芽接收器,3C產品
耳機/配件,3C產品
藍芽喇叭,3C產品
造型音箱/喇叭,3C產品
2.0聲道喇叭,3C產品
2.1聲道喇叭,3C產品
智慧音箱,3C產品
教學/會議用喇叭,3C產品
劇院聲霸喇叭,3C產品
外接SSD固態硬碟,3C產品
2.5吋外接500GB,3C產品
2.5吋外接1TB,3C產品
2.5吋外接2TB,3C產品
2.5吋外接4TB,3C產品
3.5吋外接硬碟,3C產品
硬碟保護收納包,3C產品
硬碟外接盒,3C產品
無線硬碟,3C產品
iPhone OTG,3C產品
iPad OTG,3C產品
USB3.0 隨身碟,3C產品
USB2.0 隨身碟,3C產品
Type-C 介面碟,3C產品
Micro-B OTG,3C產品
iOS專用讀卡機,3C產品
造型隨身碟,3C產品
功能卡,3C產品
手機記憶卡,3C產品
相機記憶卡,3C產品
記憶卡收納盒,3C產品
Airpods,3C產品
Mac,3C產品
Macbook,3C產品
iPhone 12,3C產品
iPhone 11,3C產品
2020 SE,3C產品
iPhone X,3C產品
iPhone 7,3C產品
iPhone 8,3C產品
iPhone 6,3C產品
iPhone 4,3C產品
iPhone 5,3C產品
Apple Watch,3C產品
傳輸線,3C產品
轉接器,3C產品
轉接線,3C產品
iPod,3C產品
充電器,3C產品
電池,3C產品
手機保護殼,3C產品
手機保護貼,3C產品
手機座,3C產品
手機支架,3C產品
觸控筆,3C產品
趣味相機,3C產品
底片相機,3C產品
空拍攝影機,3C產品
數位相機鏡頭,3C產品
單眼相機鏡頭,3C產品
LOMO相機,3C產品
原廠電池,3C產品
副廠電池,3C產品
充電組,3C產品
公司貨攝影機,3C產品
平輸攝影機,3C產品
微型攝影機,3C產品
攝影機鏡頭,3C產品
攝影機專用配件,3C產品
雲台,3C產品
相機包,3C產品
閃光燈,3C產品
一般保護鏡,3C產品
多層鍍膜保護鏡,3C產品
環形偏光鏡,3C產品
"減光鏡,近攝鏡",3C產品
近攝鏡,3C產品
鏡頭蓋,3C產品
遮光罩,3C產品
轉接環,3C產品
套筒,3C產品
電子快門線,3C產品
遙控器,3C產品
影像色彩管理,3C產品
熱靴蓋,3C產品
螢幕護蓋,3C產品
攝影棚,3C產品
燈具,3C產品
望遠鏡,3C產品
背帶,3C產品
手脕帶,3C產品
保護貼,3C產品
APPLE TV,3C產品
iPo,3C產品
HomePod,3C產品
AirPods,3C產品
Apple care,3C產品
碎紙機,3C產品
標籤機耗材,3C產品
掃瞄器,3C產品
點陣式印表機,3C產品
多功能事務機,3C產品
印表機耗材,3C產品
護貝機,3C產品
護貝機耗材,3C產品
列印紙,3C產品
讀卡機,3C產品
安全鎖,3C產品
USB周邊,3C產品
HUB集線器,3C產品
燒錄機,3C產品
外接顯示卡,3C產品
音效卡,3C產品
防塵套,3C產品
藍芽傳輸器,3C產品
螢幕支架,3C產品
簡報筆,3C產品
簡報搖控器,3C產品
麥克風,3C產品
週邊,3C產品
錄音筆,3C產品
隨身聽,3C產品
撥放器,3C產品
手寫筆,3C產品
智慧穿戴,3C產品
智能家居,3C產品
智能機器人,3C產品
藍芽防丟器,3C產品
VR虛擬裝置,3C產品
無線滑鼠,3C產品
鍵盤滑鼠組,3C產品
滑鼠墊,3C產品
滑鼠貼,3C產品
有線滑鼠,3C產品
有線鍵盤,3C產品
無線鍵盤,3C產品
鍵盤保護,3C產品
軌跡球,3C產品
電腦包,3C產品
筆記型電腦週邊,3C產品
電子書閱讀器,3C產品
平板電腦週邊,3C產品
基地台,交流通訊
行動分享器,交流通訊
網卡,交流通訊
網路攝影機,交流通訊
網路線,交流通訊
路由器,交流通訊
交換器,交流通訊
網路儲存NAS,交流通訊
工具軟體,3C產品
微軟專區,3C產品
Adobe,3C產品
影音多媒體,3C產品
學習軟體,3C產品
軟體,3C產品
設計軟體,3C產品
圖庫,3C產品
LCD螢幕,3C產品
護目鏡,3C產品
防窺片,3C產品
品牌電腦,3C產品
DIY電腦,3C產品
CPU,3C產品
桌上型記憶體,3C產品
準系統,3C產品
內接硬碟,3C產品
散熱零件,3C產品
電源供應器,3C產品
電腦機殼,3C產品
DVD空白片,3C產品
CD整理包,3C產品
CD整理盒,3C產品
MO片,3C產品
藍光片,3C產品
CD空白片,3C產品
電子零件,3C產品
電子材料,3C產品
氣炸鍋,3C產品
氣炸烤箱,3C產品
氣泡水機,3C產品
生機調理,3C產品
果汁機,3C產品
榨汁機,3C產品
電鍋配件,3C產品
電茶壺,3C產品
養生壺,3C產品
泡茶機,3C產品
電磁爐,3C產品
烤麵包機,3C產品
蒸燉鍋,3C產品
無水鍋,3C產品
美食鍋,3C產品
電火鍋,3C產品
電烤盤,3C產品
燒烤爐,3C產品
食物攪拌棒,3C產品
食物攪拌機,3C產品
磨豆機,3C產品
三明治機,3C產品
蛋糕機,3C產品
鬆餅機,3C產品
製麵包機,3C產品
製麵機,3C產品
冰淇淋機,3C產品
刨冰機,3C產品
製冰機,3C產品
優格機,3C產品
豆漿機,3C產品
烘碗機,3C產品
洗碗機,3C產品
電熱水瓶,3C產品
開飲機,3C產品
真空包裝機,3C產品
食物乾燥機,3C產品
料理秤,3C產品
計重台秤,3C產品
計價秤,3C產品
除油煙機,3C產品
電風扇,3C產品
循環扇,3C產品
捕蚊燈,3C產品
捕蚊拍,3C產品
空氣清淨機,3C產品
清淨機耗材,3C產品
烘被機,3C產品
烘鞋機,3C產品
超音波清洗機,3C產品
紫外線殺菌機,3C產品
紫外線滅菌機,3C產品
熱敷墊,3C產品
電熱毯,3C產品
懷爐,3C產品
暖暖包,3C產品
電熨斗,3C產品
香氛水氧機,3C產品
加溼器,3C產品
保險箱,3C產品
電子門鎖,3C產品
除噪助眠機,3C產品
生活家電,3C產品
除塵蹣機,3C產品
掃地機器人,3C產品
車用吸塵器,3C產品
蒸氣拖把/清洗機,3C產品
耗材/吸頭配件,3C產品
沖牙機,3C產品
電動刮鬍刀,3C產品
美體刀,3C產品
修容組,3C產品
去黑頭機,3C產品
導入儀,3C產品
美膚儀,3C產品
造型整髮器,3C產品
電動剪髮器,3C產品
鼻毛機,3C產品
蒸臉器,3C產品
美體按摩器,3C產品
美顏按摩器,3C產品
去腳皮機,3C產品
化妝鏡,3C產品
按摩墊,3C產品
按摩器,3C產品
按摩床,3C產品
跑步機,3C產品
健身車,3C產品
健康家電,3C產品
檯燈,3C產品
可攜式檯燈,3C產品
可攜式夾燈,3C產品
小夜燈,3C產品
氣氛燈,3C產品
燈管,3C產品
吸頂燈,3C產品
壁燈,3C產品
緊急照明燈,3C產品
有線電話,3C產品
無線電話,3C產品
子母機電話,3C產品
傳真機,3C產品
答錄機,3C產品
對講機,3C產品
電動工具週邊,3C產品
照明設備,3C產品
淨水器,3C產品
濾心,3C產品
濾材,3C產品
飲水機,3C產品
RO純水機,3C產品
電解水機,3C產品
淨水配件,3C產品
2孔/3孔式 延長線,3C產品
插頭,3C產品
萬國轉換插頭,3C產品
變壓器,3C產品
定時器,3C產品
1~ 2號充電電池,3C產品
3號充電電池,3C產品
4號充電電池,3C產品
9V充電電池,3C產品
充電電池,3C產品
電池套組,3C產品
鈕扣電池,3C產品
一般電池,3C產品
機上盒,3C產品
電視盒,3C產品
AV/線材,3C產品
HDMI線材,3C產品
液晶電視壁掛架,3C產品
家庭劇院組,3C產品
行動劇院組,3C產品
收音機,3C產品
黑膠唱片機,3C產品
藍光播放機,3C產品
DVD播放機,3C產品
伴唱機,3C產品
監視防盜系統,3C產品
音響設備,3C產品
酒櫃,3C產品
迷你小冰箱,3C產品
行動小冰箱,3C產品
脫水機,3C產品
濾網,3C產品
冷氣遙控器,3C產品
空調家電,3C產品
姓名貼紙,教育
造型貼紙,教育
終身壽險,金融保險
定期壽險,金融保險
微型壽險,金融保險
親子保險,金融保險
健康保險,金融保險
豁免保險,金融保險
終身保險,金融保險
傷害保險,金融保險
醫療保險,金融保險
定期保險,金融保險
年金保險,金融保險
壽險,金融保險
傷害暨健康保險,金融保險
傷病終身保險,金融保險
傷病終身健康保險,金融保險
醫療定期保險,金融保險
醫療終身保險,金融保險
照顧終身保險,金融保險
保險費豁免,金融保險
鏈結型保險,金融保險
關稅,稅金/日常費用
礦區稅,稅金/日常費用
所得稅,稅金/日常費用
遺產稅,稅金/日常費用
贈與稅,稅金/日常費用
貨物稅,稅金/日常費用
證券交易稅,稅金/日常費用
期貨交易稅,稅金/日常費用
營業稅,稅金/日常費用
菸酒稅,稅金/日常費用
印花稅,稅金/日常費用
使用牌照稅,稅金/日常費用
地價稅,稅金/日常費用
土地增值稅,稅金/日常費用
房屋稅,稅金/日常費用
契稅,稅金/日常費用
娛樂稅,稅金/日常費用
綜合所得稅,稅金/日常費用
綜所稅,稅金/日常費用
營利事業所得稅,稅金/日常費用
加值型營業稅,稅金/日常費用
非加值型營業稅,稅金/日常費用
牌照稅,稅金/日常費用
