title,label
以後日常用品類固定支出30000塊,fixed_cate
以後交通類固定支出20000塊,fixed_cate
以後高鐵類固定支出45000塊,fixed_cate
以後教育類固定支出5000塊,fixed_cate
以後通訊類固定支出50000塊,fixed_cate
以後稅金類固定支出35000塊,fixed_cate
以後飲食類固定支出10000塊,fixed_cate
以後飲食類固定支出40000塊,fixed_cate
以後雜物類固定支出25000塊,fixed_cate
生日類固定50000塊,fixed_cate
生日類固定支出5000塊,fixed_cate
生活雜務類固定20000塊,fixed_cate
交通類固定支出15000塊,fixed_cate
交通類固定支出20000元,fixed_cate
交通類固定支出30000元,fixed_cate
交通類固定支出5000元,fixed_cate
交際娛樂類每個月固定支出40000塊,fixed_cate
孝親費每個月固定支出5000塊,fixed_cate
孝親費固定支出25000塊,fixed_cate
每個月3C產品類20000元,fixed_cate
每個月女友類固定支出10000元,fixed_cate
每個月日常用品類30000元,fixed_cate
每個月生日類固定支出40000元,fixed_cate
每個月生日類固定扣款40000塊,fixed_cate
每個月生活用品類15000元,fixed_cate
每個月生活用品類固定支出15000元,fixed_cate
每個月生活雜務類35000元,fixed_cate
每個月男友類25000元,fixed_cate
每個月固定扣款男友類5000塊,fixed_cate
每個月固定扣款金融保險類10000塊,fixed_cate
每個月固定扣款美容美髮類15000塊,fixed_cate
每個月固定扣款裝飾類20000塊,fixed_cate
每個月固定扣款裝飾類35000塊,fixed_cate
每個月固定扣款軟體類30000塊,fixed_cate
每個月固定扣款通訊類40000塊,fixed_cate
每個月固定扣款飲食類45000塊,fixed_cate
每個月固定扣款愛心類25000塊,fixed_cate
每個月固定扣款運動用品類50000塊,fixed_cate
每個月居家類扣款30000元,fixed_cate
每個月居家類固定支出50000元,fixed_cate
每個月居家類固定扣款30000塊,fixed_cate
每個月服飾類固定扣款45000塊,fixed_cate
每個月金融保險類40000元,fixed_cate
每個月金融保險類扣款5000元,fixed_cate
每個月美容美髮類固定扣款15000塊,fixed_cate
每個月美容美髮類固定扣款20000塊,fixed_cate
每個月家庭類扣款50000元,fixed_cate
每個月家庭類固定支出25000元,fixed_cate
每個月裝飾類扣款35000元,fixed_cate
每個月裝飾類固定支出5000元,fixed_cate
每個月裝飾類固定扣款10000塊,fixed_cate
每個月高鐵類固定扣款25000塊,fixed_cate
每個月軟體類扣款10000元,fixed_cate
每個月軟體類扣款15000元,fixed_cate
每個月通訊類扣款20000元,fixed_cate
每個月通訊類固定支出20000元,fixed_cate
每個月通訊類固定支出45000元,fixed_cate
每個月稅金類50000元,fixed_cate
每個月稅金類固定支出30000元,fixed_cate
每個月飲食類45000元,fixed_cate
每個月愛心類固定支出35000元,fixed_cate
每個月愛心類固定扣款35000塊,fixed_cate
每個月愛心類固定扣款5000塊,fixed_cate
每個月運動用品類10000元,fixed_cate
每個月運動用品類5000元,fixed_cate
每個月運動用品類扣款25000元,fixed_cate
每個月運動用品類扣款40000元,fixed_cate
每個月醫療保健類扣款45000元,fixed_cate
每個月寵物百貨類固定扣款50000塊,fixed_cate
男友類固定支出15000元,fixed_cate
固定支出生活用品類15000元,fixed_cate
固定支出生活用品類40000塊,fixed_cate
固定支出生活用品類50000元,fixed_cate
固定支出交通類30000塊,fixed_cate
固定支出服飾類10000塊,fixed_cate
固定支出金融保險類25000元,fixed_cate
固定支出美容美髮類20000塊,fixed_cate
固定支出美容美髮類30000元,fixed_cate
固定支出高鐵類10000元,fixed_cate
固定支出高鐵類45000塊,fixed_cate
固定支出教育類25000塊,fixed_cate
固定支出軟體類15000塊,fixed_cate
固定支出軟體類20000元,fixed_cate
固定支出軟體類45000元,fixed_cate
固定支出飲食類35000塊,fixed_cate
固定支出運動用品類5000元,fixed_cate
固定支出醫療保健類35000元,fixed_cate
固定支出醫療保健類50000塊,fixed_cate
固定支出醫療保健類5000塊,fixed_cate
固定支出寵物百貨類40000元,fixed_cate
居家類每個月固定支出35000塊,fixed_cate
居家類固定15000塊,fixed_cate
居家類固定5000塊,fixed_cate
服飾類每個月固定支出10000塊,fixed_cate
服飾類固定10000塊,fixed_cate
金融保險類每個月固定支出25000塊,fixed_cate
金融保險類固定支出20000塊,fixed_cate
食材類固定支出10000塊,fixed_cate
家庭類每個月固定支出50000塊,fixed_cate
裝飾類每個月固定支出45000塊,fixed_cate
裝飾類固定支出45000元,fixed_cate
裝飾類固定支出50000塊,fixed_cate
高鐵類每個月固定支出20000塊,fixed_cate
高鐵類固定支出25000元,fixed_cate
高鐵類固定支出35000元,fixed_cate
教育類固定支出30000塊,fixed_cate
設定固定支出女友類20000塊,fixed_cate
設定固定支出日常用品類45000塊,fixed_cate
設定固定支出生活用品類10000塊,fixed_cate
設定固定支出生活用品類30000元,fixed_cate
設定固定支出交通類35000塊,fixed_cate
設定固定支出孝親費40000元,fixed_cate
設定固定支出男友類25000元,fixed_cate
設定固定支出男友類30000塊,fixed_cate
設定固定支出男友類50000元,fixed_cate
設定固定支出居家類15000元,fixed_cate
設定固定支出居家類20000元,fixed_cate
設定固定支出金融保險類5000塊,fixed_cate
設定固定支出家庭類45000元,fixed_cate
設定固定支出家庭類5000元,fixed_cate
設定固定支出高鐵類15000塊,fixed_cate
設定固定支出軟體類10000元,fixed_cate
設定固定支出軟體類25000塊,fixed_cate
設定固定支出稅金類40000塊,fixed_cate
設定固定支出愛心類35000元,fixed_cate
設定固定支出醫療保健類50000塊,fixed_cate
軟體類每個月固定支出30000塊,fixed_cate
軟體類固定支出40000塊,fixed_cate
通訊類每個月固定支出15000塊,fixed_cate
飲食類固定40000塊,fixed_cate
愛心類固定35000塊,fixed_cate
愛心類固定支出10000元,fixed_cate
新增固定支出生活雜務類25000塊,fixed_cate
新增固定支出生活雜務類35000塊,fixed_cate
新增固定支出交際娛樂類15000塊,fixed_cate
新增固定支出孝親費40000塊,fixed_cate
新增固定支出男友類50000塊,fixed_cate
新增固定支出居家類5000塊,fixed_cate
新增固定支出家庭類50000元,fixed_cate
新增固定支出裝飾類20000元,fixed_cate
新增固定支出高鐵類30000塊,fixed_cate
新增固定支出教育類10000元,fixed_cate
新增固定支出教育類35000元,fixed_cate
新增固定支出軟體類10000塊,fixed_cate
新增固定支出軟體類5000元,fixed_cate
新增固定支出通訊類45000塊,fixed_cate
新增固定支出稅金類40000元,fixed_cate
新增固定支出稅金類45000元,fixed_cate
新增固定支出愛心類20000塊,fixed_cate
新增固定支出愛心類25000元,fixed_cate
新增固定支出愛心類30000元,fixed_cate
新增固定支出醫療保健類15000元,fixed_cate
運動用品類固定支出40000元,fixed_cate
醫療保健類固定25000塊,fixed_cate
醫療保健類固定45000塊,fixed_cate
雜物類固定30000塊,fixed_cate
本月收支,income
本月花費,income
列出收支狀況,income
收支狀況,income
收支概況,income
我在這個月花了多少錢,income
我的花費,income
我要查看本月的收支狀況,income
我要查看本月的收支表,income
我要查看本月的報表,income
我要查看這個月的收支狀況,income
我要查看這個月的收支表,income
我要查看這個月的報表,income
我要查看當月的收支狀況,income
我要查看當月的收支表,income
我要查看當月的報表,income
我想知道我這個月的花費,income
我想知道我這個月花了多少錢,income
我想知道我當月花了多少錢,income
我想知道這個月的花費是多少,income
我想查看這個月的花費,income
我想看我的花費,income
我想看我花了多少錢,income
我想看看我的花費,income
我想看看我這個月的花費,income
我想看當月的花費,income
我想看當月花了多少錢,income
我想要查看本月的收支狀況,income
我想要查看本月的收支表,income
我想要查看本月的報表,income
我想要查看這個月的收支狀況,income
我想要查看這個月的收支表,income
我想要查看這個月的報表,income
我想要查看當月的收支狀況,income
我想要查看當月的收支表,income
我想要查看當月的報表,income
花費的狀況,income
花費查詢,income
查看本月收支,income
查看本月收支狀況,income
查看本月收支表,income
查看本月報表,income
查看收支,income
查看收支狀況,income
查看收支概況,income
查看花費狀況,income
查看這個月收支狀況,income
查看這個月收支表,income
查看這個月收支概況,income
查看這個月花費狀況,income
查看這個月報表,income
查看報表,income
查看當月收支狀況,income
查看當月收支表,income
查看當月報表,income
查詢我的花費,income
這個月的收支,income
這個月的花費,income
這個月的花費,income
這個月的花費有多少,income
這個月的花費查詢,income
這個月總共花費多少錢,income
當月花費,income
請查詢我的花費,income
請幫我列出本月的收支狀況,income
請幫我列出本月的收支表,income
請幫我列出本月的報表,income
請幫我列出這個月的收支狀況,income
請幫我列出這個月的收支表,income
請幫我列出這個月的花費,income
請幫我列出這個月的報表,income
請幫我列出當月的收支狀況,income
請幫我列出當月的收支表,income
請幫我列出當月的報表,income
請幫我查一下這個月的花費,income
請幫我查我的花費,income
請幫我查這個月花了多少錢,income
請顯示出我的花費,income
請顯示我這個月的花費,income
幫我查一下我的花費,income
